Order ID,Order Date,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD01967,2022-09-19,West,Office Supplies,Accessories,3583.87,3,0.0,297.03
ORD01486,2023-02-23,North,Technology,Tables,4004.27,7,0.2,512.51
ORD00643,2023-02-10,East,Technology,Accessories,1743.61,6,0.0,222.69
ORD01793,2022-05-23,South,Office Supplies,Phones,879.59,1,0.1,40.95
ORD01029,2022-12-08,East,Furniture,Phones,33.11,4,0.1,3.8
ORD01242,2022-11-12,West,Furniture,Phones,2265.5,6,0.2,117.66
ORD00503,2022-04-11,North,Technology,Phones,1775.12,6,0.1,237.82
ORD00767,2022-09-01,East,Office Supplies,Chairs,2783.45,3,0.0,375.29
ORD00398,2023-05-05,East,Furniture,Accessories,956.44,6,0.2,39.45
ORD00871,2022-01-12,West,Furniture,Binders,4301.13,6,0.2,277.69
ORD00795,2022-08-27,North,Technology,Tables,1303.62,9,0.1,195.27
ORD00393,2023-07-15,North,Technology,Phones,1147.62,9,0.0,104.85
ORD00207,2022-02-11,West,Office Supplies,Accessories,2413.96,2,0.0,301.49
ORD01039,2023-11-09,South,Technology,Phones,2504.28,4,0.1,218.17
ORD01882,2023-08-17,East,Furniture,Phones,1091.12,9,0.0,205.38
ORD01578,2023-03-05,South,Furniture,Phones,1373.87,4,0.0,179.27
ORD00892,2022-06-07,East,Furniture,Phones,865.13,8,0.0,133.6
ORD01485,2022-08-04,East,Furniture,Phones,3597.93,3,0.0,224.95
ORD01715,2023-11-01,South,Office Supplies,Tables,3855.04,3,0.0,216.08
ORD01599,2023-04-07,West,Office Supplies,Accessories,2322.4,9,0.0,206.42
ORD00864,2022-05-14,West,Technology,Phones,3576.15,8,0.0,344.63
ORD00743,2022-03-08,East,Technology,Phones,3684.96,1,0.1,507.92
ORD01265,2022-01-07,West,Technology,Phones,708.61,2,0.0,95.92
ORD00564,2023-06-10,East,Office Supplies,Phones,4831.57,3,0.0,513.05
ORD01021,2022-03-14,West,Furniture,Chairs,4108.74,2,0.0,608.58
ORD00096,2023-02-03,East,Technology,Chairs,1038.33,3,0.0,77.39
ORD01924,2023-02-09,West,Furniture,Binders,947.1,8,0.1,50.74
ORD01758,2023-11-06,North,Technology,Phones,645.79,6,0.1,103.56
ORD00485,2023-08-01,South,Technology,Binders,709.13,7,0.0,95.44
ORD01431,2022-05-10,North,Technology,Tables,3745.85,6,0.0,552.0
ORD00231,2023-04-11,South,Technology,Binders,2358.88,1,0.2,181.32
ORD00749,2022-07-25,South,Technology,Accessories,3919.01,3,0.0,414.6
ORD01679,2022-09-23,East,Furniture,Chairs,3736.35,1,0.0,232.98
ORD01195,2023-06-21,South,Technology,Chairs,3030.97,9,0.0,541.17
ORD00541,2022-09-10,North,Furniture,Phones,3438.11,9,0.0,477.44
ORD01060,2022-10-16,North,Office Supplies,Phones,111.41,5,0.0,6.97
ORD00525,2022-06-13,West,Technology,Tables,1572.65,4,0.0,268.42
ORD01184,2022-04-05,North,Furniture,Tables,3196.35,9,0.0,372.75
ORD01863,2022-04-20,West,Office Supplies,Accessories,66.54,9,0.0,10.96
ORD01723,2022-12-02,South,Office Supplies,Phones,184.23,3,0.0,9.56
ORD01267,2022-08-26,North,Office Supplies,Phones,4262.4,5,0.0,231.5
ORD01110,2023-01-16,South,Furniture,Tables,3426.44,3,0.0,259.1
ORD01820,2023-03-12,North,Technology,Tables,1341.54,2,0.0,109.52
ORD00578,2023-04-28,North,Technology,Tables,3446.05,1,0.0,567.2
ORD00682,2022-01-25,West,Furniture,Chairs,3966.43,2,0.1,556.9
ORD00557,2023-10-15,South,Technology,Binders,1547.84,8,0.1,198.39
ORD01598,2022-04-27,North,Furniture,Binders,199.47,8,0.0,36.45
ORD01977,2023-04-27,East,Technology,Phones,4665.24,3,0.0,406.21
ORD01013,2023-01-27,South,Office Supplies,Chairs,1739.0,7,0.1,290.58
ORD00646,2023-06-21,South,Technology,Tables,550.28,7,0.0,102.58
ORD00796,2022-03-20,South,Furniture,Phones,2469.45,2,0.0,284.33
ORD01052,2023-08-03,West,Furniture,Chairs,3846.97,9,0.1,222.13
ORD01644,2022-06-22,East,Office Supplies,Accessories,1123.8,3,0.2,142.93
ORD01580,2022-01-12,South,Furniture,Chairs,1362.06,2,0.0,136.94
ORD01364,2022-05-08,North,Technology,Phones,1228.72,3,0.0,207.95
ORD01822,2023-08-31,North,Technology,Binders,4958.53,2,0.2,295.74
ORD01982,2022-04-02,West,Office Supplies,Tables,1003.07,8,0.0,131.33
ORD01355,2023-10-15,North,Furniture,Accessories,2886.09,5,0.2,291.41
ORD01664,2023-06-27,South,Office Supplies,Chairs,4627.82,3,0.0,301.03
ORD01530,2023-06-16,North,Technology,Phones,751.54,5,0.0,78.54
ORD01372,2023-10-20,South,Office Supplies,Phones,4854.85,8,0.0,304.46
ORD01497,2023-03-23,North,Furniture,Tables,4738.44,7,0.3,397.07
ORD01255,2023-01-25,East,Office Supplies,Phones,4425.17,6,0.2,624.61
ORD00190,2023-11-03,West,Furniture,Phones,1088.49,1,0.0,98.54
ORD01249,2022-02-12,West,Furniture,Tables,3177.59,1,0.1,471.1
ORD01409,2022-09-11,East,Technology,Accessories,3809.24,1,0.0,295.27
ORD01401,2022-05-10,East,Technology,Binders,4930.42,8,0.1,670.31
ORD01307,2022-03-01,West,Technology,Binders,918.51,8,0.2,137.65
ORD01982,2023-10-25,East,Furniture,Chairs,3834.81,7,0.0,378.07
ORD00633,2023-04-12,South,Office Supplies,Accessories,1707.23,6,0.0,315.94
ORD00628,2022-10-14,North,Furniture,Chairs,894.62,4,0.3,78.79
ORD00973,2023-06-01,West,Technology,Binders,2118.46,1,0.2,165.28
ORD01769,2023-04-12,East,Technology,Tables,3973.3,9,0.0,732.98
ORD01283,2022-12-11,South,Office Supplies,Phones,2334.95,1,0.0,127.97
ORD01383,2023-10-04,West,Technology,Binders,2696.87,4,0.3,102.32
ORD00710,2023-01-17,East,Technology,Accessories,4975.89,3,0.0,696.5
ORD01480,2023-11-21,West,Technology,Binders,2007.56,7,0.0,340.31
ORD01435,2022-09-10,East,Office Supplies,Accessories,3084.7,5,0.0,501.98
ORD00649,2022-02-25,West,Furniture,Accessories,1838.92,5,0.2,91.09
ORD00318,2023-04-08,South,Technology,Accessories,1976.07,4,0.0,380.47
ORD01701,2023-04-02,South,Office Supplies,Chairs,3484.29,1,0.0,541.67
ORD01249,2022-03-24,North,Technology,Tables,4690.68,5,0.0,902.33
ORD01843,2022-04-09,West,Office Supplies,Binders,2720.95,4,0.2,216.29
ORD01258,2022-05-29,North,Technology,Tables,3846.63,8,0.1,533.46
ORD00684,2022-11-25,West,Office Supplies,Phones,464.25,2,0.1,74.79
ORD00664,2022-06-05,East,Technology,Binders,1071.57,8,0.0,114.73
ORD01999,2022-07-09,East,Furniture,Tables,2520.62,1,0.2,392.67
ORD01851,2023-05-09,North,Technology,Tables,119.66,4,0.1,9.67
ORD01398,2022-09-20,West,Office Supplies,Phones,1279.22,3,0.1,112.07
ORD01696,2022-03-21,North,Technology,Accessories,2596.66,5,0.3,341.81
ORD01632,2023-02-04,South,Furniture,Binders,94.51,5,0.0,18.47
ORD01496,2023-09-01,North,Technology,Binders,1337.44,5,0.1,111.68
ORD01257,2022-09-17,North,Office Supplies,Phones,2579.87,4,0.2,145.42
ORD01716,2023-09-07,East,Office Supplies,Accessories,2874.28,8,0.1,423.88
ORD01137,2023-07-06,North,Furniture,Binders,4630.24,3,0.0,877.2
ORD01854,2022-04-11,West,Office Supplies,Binders,3233.82,4,0.0,453.08
ORD01521,2022-12-25,East,Technology,Binders,2085.38,1,0.1,272.48
ORD00442,2023-01-15,North,Technology,Accessories,4653.15,7,0.0,765.17
ORD00564,2022-08-09,South,Technology,Phones,3928.72,1,0.0,286.65
ORD01292,2023-02-24,North,Office Supplies,Binders,1016.04,2,0.2,159.33
ORD01534,2022-05-04,North,Technology,Tables,671.59,7,0.0,70.28
ORD01831,2023-02-26,North,Technology,Accessories,3385.54,1,0.0,488.32
ORD01410,2022-08-19,East,Technology,Chairs,2808.22,3,0.1,304.03
ORD01411,2023-11-21,West,Furniture,Phones,3952.57,6,0.0,475.21
ORD01137,2022-03-04,South,Office Supplies,Tables,3699.25,6,0.0,574.91
ORD01637,2023-04-30,North,Office Supplies,Binders,3133.55,6,0.0,624.2
ORD01649,2023-09-20,West,Office Supplies,Chairs,4932.18,2,0.0,734.2
ORD00952,2023-12-04,West,Furniture,Phones,2677.28,2,0.0,452.75
ORD01105,2023-07-28,East,Office Supplies,Accessories,583.27,6,0.0,31.58
ORD00699,2023-04-28,South,Furniture,Chairs,4144.8,5,0.0,711.1
ORD00113,2023-06-03,East,Furniture,Chairs,1274.23,7,0.0,121.05
ORD00002,2022-06-04,West,Office Supplies,Tables,3890.96,7,0.0,268.5
ORD00642,2022-04-02,West,Technology,Phones,4786.39,5,0.2,256.55
ORD00220,2023-06-10,West,Technology,Tables,3490.04,8,0.0,530.42
ORD01590,2023-03-31,East,Office Supplies,Tables,2988.23,6,0.1,536.92
ORD00855,2023-08-21,South,Office Supplies,Binders,2312.72,5,0.0,346.74
ORD01760,2023-10-07,North,Furniture,Accessories,1834.76,4,0.1,147.55
ORD01249,2023-05-25,East,Office Supplies,Chairs,1777.96,7,0.1,128.81
ORD00385,2022-07-02,West,Furniture,Phones,3189.14,4,0.0,411.06
ORD01427,2023-01-21,East,Office Supplies,Accessories,3761.34,5,0.0,224.76
ORD01662,2023-07-28,West,Technology,Accessories,3399.02,5,0.0,373.55
ORD01154,2023-02-09,North,Technology,Phones,1008.08,1,0.1,136.03
ORD01077,2022-09-03,North,Office Supplies,Accessories,2480.06,1,0.0,483.98
ORD01708,2023-08-14,South,Furniture,Binders,3962.37,3,0.2,360.89
ORD00730,2023-10-23,West,Technology,Accessories,2389.01,3,0.0,191.2
ORD01696,2023-10-12,South,Furniture,Binders,2692.38,2,0.0,464.72
ORD01734,2023-04-16,South,Office Supplies,Chairs,3860.26,2,0.0,623.93
ORD01440,2023-02-27,North,Office Supplies,Chairs,3313.1,6,0.2,474.32
ORD00247,2022-03-06,East,Technology,Tables,2058.54,1,0.0,169.23
ORD00836,2022-01-13,East,Office Supplies,Binders,4479.16,6,0.1,446.36
ORD01463,2022-08-01,South,Technology,Chairs,829.58,5,0.0,163.62
ORD00203,2022-08-30,North,Furniture,Accessories,4977.67,6,0.0,366.89
ORD01208,2023-05-08,West,Technology,Phones,611.89,5,0.1,83.0
ORD00123,2022-08-01,East,Technology,Phones,94.45,7,0.2,6.47
ORD00401,2023-11-24,South,Furniture,Binders,4452.29,1,0.0,556.64
ORD00767,2022-12-04,East,Technology,Tables,1239.87,3,0.0,210.87
ORD00294,2022-06-22,East,Technology,Accessories,3653.9,6,0.1,405.43
ORD00280,2023-11-03,West,Office Supplies,Binders,4058.86,1,0.0,693.34
ORD01861,2022-06-13,North,Furniture,Phones,4297.75,7,0.1,440.76
ORD00884,2023-04-10,West,Technology,Binders,4958.14,4,0.0,991.15
ORD01634,2023-05-12,North,Furniture,Accessories,1484.32,3,0.0,171.25
ORD00198,2023-12-01,East,Furniture,Chairs,3557.01,9,0.2,206.04
ORD00982,2023-01-30,South,Technology,Accessories,594.69,1,0.0,65.58
ORD01931,2023-12-04,West,Office Supplies,Chairs,2045.91,8,0.3,231.13
ORD01535,2022-11-04,North,Furniture,Chairs,4242.9,1,0.2,601.44
ORD00752,2022-07-02,East,Technology,Chairs,1850.94,5,0.1,198.26
ORD00144,2023-09-21,North,Furniture,Binders,2963.65,8,0.0,412.46
ORD00609,2023-05-25,North,Office Supplies,Phones,2528.79,6,0.2,357.54
ORD01225,2023-12-09,North,Office Supplies,Binders,3236.84,7,0.1,501.16
ORD01148,2023-06-30,East,Office Supplies,Phones,4865.01,8,0.0,723.23
ORD00187,2023-07-18,South,Technology,Accessories,297.56,6,0.0,51.26
ORD01350,2023-09-16,South,Technology,Tables,2878.33,6,0.0,392.57
ORD00464,2023-08-17,South,Office Supplies,Accessories,4317.88,6,0.3,153.23
ORD01373,2022-08-15,North,Technology,Binders,2417.29,5,0.2,108.66
ORD01795,2023-03-12,East,Office Supplies,Binders,411.07,8,0.2,64.78
ORD00660,2023-02-26,North,Technology,Phones,2811.49,2,0.1,181.55
ORD00764,2023-07-08,South,Office Supplies,Binders,1673.73,7,0.0,185.24
ORD00955,2022-01-21,South,Furniture,Chairs,791.61,4,0.0,150.46
ORD01956,2023-07-08,East,Office Supplies,Binders,4248.19,1,0.0,336.69
ORD00403,2023-02-01,North,Office Supplies,Phones,2617.57,5,0.0,462.18
ORD01370,2023-09-17,West,Technology,Phones,4667.72,3,0.0,806.3
ORD01987,2022-04-15,West,Technology,Chairs,4033.96,4,0.2,638.82
ORD01535,2022-07-11,South,Technology,Phones,3471.0,7,0.3,224.15
ORD00147,2022-01-17,East,Technology,Tables,45.03,5,0.0,4.38
ORD01172,2022-04-30,North,Technology,Accessories,2150.56,4,0.1,358.9
ORD00864,2023-01-28,North,Technology,Binders,1003.48,1,0.0,85.41
ORD01735,2023-03-01,South,Furniture,Tables,4555.77,6,0.0,602.21
ORD01844,2022-05-09,South,Office Supplies,Binders,889.43,6,0.1,124.96
ORD00489,2022-05-10,North,Office Supplies,Tables,1444.58,7,0.0,131.14
ORD00929,2023-07-26,North,Office Supplies,Binders,2593.85,1,0.2,395.85
ORD01960,2023-07-14,South,Furniture,Chairs,1331.55,4,0.1,179.59
ORD01664,2022-01-29,North,Office Supplies,Phones,1065.13,9,0.1,54.71
ORD00551,2022-04-07,West,Furniture,Phones,3003.51,6,0.0,211.33
ORD00338,2022-01-10,South,Furniture,Chairs,462.87,2,0.0,36.39
ORD00872,2022-08-30,North,Furniture,Tables,309.68,4,0.0,26.86
